EventId;ProcessId;EventType;Severity;EventDescription;KB_URL
BFDD_TRAP_MHOP_STATE_DOWN;LOG_DAEMON;Undefined;3;bfdd multihop session ended;Undefined
BFDD_TRAP_MHOP_STATE_UP;LOG_DAEMON;Undefined;4;bfdd multihop session was established;Undefined
BFDD_TRAP_SHOP_STATE_DOWN;LOG_DAEMON;Undefined;3;bfdd singlehop session ended;Undefined
BFDD_TRAP_SHOP_STATE_UP;LOG_DAEMON;Undefined;4;bfdd singlehop session was established;Undefined
BFDD_TRAP_STATE_DOWN;LOG_DAEMON;Undefined;3;bfdd session ended;Undefined
BFDD_TRAP_STATE_UP;LOG_DAEMON;Undefined;4;bfdd session was established;Undefined
BGP_CFG_PATH_ATTRIBUTE_WARNING;LOG_DAEMON;Undefined;3;An attribute is configured to be both dropped and ignored;Undefined
BGP_PREFIX_ACPT_THRESH_EXCEEDED;LOG_DAEMON;Undefined;3;Number of accepted prefixes exceeds specified percentage of the maximum limit;Undefined
BGP_PREFIX_THRESH_EXCEEDED;LOG_DAEMON;Undefined;3;Number of prefixes exceeds specified percentage of the maximum limit;Undefined
BOOTPD_ARG_ERR;ANY;Undefined;3;Command-line option was invalid;Undefined
BOOTPD_BAD_ID;ANY;Undefined;4;Request failed because assembly ID was unknown;Undefined
BOOTPD_BOOTSTRING;ANY;Undefined;4;tnp.bootpd provided boot string;Undefined
BOOTPD_CONFIG_ERR;ANY;Undefined;2;"tnp.bootpd could not parse configuration file; used default settings";Undefined
BOOTPD_DUP_PIC_SLOT;ANY;Undefined;4;Extra boot string definitions for PIC slot were ignored;Undefined
BOOTPD_DUP_REV;ANY;Undefined;4;Extra boot string definitions for revision were ignored;Undefined
BOOTPD_DUP_SLOT;ANY;Undefined;4;Extra boot string definitions for slot were ignored;Undefined
BOOTPD_MODEL_CHK;ANY;Undefined;3;Request used assembly ID inconsistent with routing platform model number;Undefined
BOOTPD_NEW_CONF;ANY;Undefined;4;tnp.bootpd loaded new configuration file;Undefined
BOOTPD_NO_BOOTSTRING;ANY;Undefined;3;tnp.bootpd could not find boot string;Undefined
BOOTPD_NO_CONFIG;ANY;Undefined;4;"tnp.bootpd could not open configuration file; used defaults";Undefined
BOOTPD_PARSE_ERR;ANY;Undefined;2;"tnp.bootpd found errors in configuration file; used defaults";Undefined
BOOTPD_REPARSE;ANY;Undefined;4;tnp.bootpd reparsed its configuration file;Undefined
BOOTPD_SELECT_ERR;ANY;Undefined;3;select() system call returned error;Undefined
BOOTPD_TIMEOUT;ANY;Undefined;3;Unacceptable value provided for timeout parameter;Undefined
CHASSISD_ACQUIRE_MASTERSHIP;LOG_DAEMON;Undefined;4;Master Routing Engine acquired mastership;Undefined
CHASSISD_ANTICF_PIM_CHECK_FAILED;LOG_DAEMON;Undefined;2;PIM failed anti-counterfeit check;Undefined
CHASSISD_ANTICF_RE_CHECK_FAILED;LOG_DAEMON;Undefined;2;Routing Engine failed anti-counterfeit check;Undefined
CHASSISD_ANTICF_RE_ROM_READ_FAIL;LOG_DAEMON;Undefined;2;chassisd could not read anti-counterfeit serial number;Undefined
CHASSISD_ANTICF_RE_SHA_READ_FAIL;LOG_DAEMON;Undefined;2;chassisd could not read anti-counterfeit SHA information;Undefined
CHASSISD_ANTICF_ROM_READ_FAILED;LOG_DAEMON;Undefined;2;chassisd could not read anti-counterfeit serial number;Undefined
CHASSISD_ANTICF_SHA_READ_FAILED;LOG_DAEMON;Undefined;2;chassisd could not read anti-counterfeit SHA information;Undefined
CHASSISD_ARGUMENT_ERROR;LOG_DAEMON;Undefined;2;Command-line option was invalid;Undefined
CHASSISD_BLOWERS_SPEED;LOG_DAEMON;Undefined;4;Fan and impeller speed was normal;Undefined
CHASSISD_BLOWERS_SPEED_MEDIUM;LOG_DAEMON;Undefined;4;Fan and impeller speed increased to intermediate;Undefined
CHASSISD_CB_CLOCK_CHECKSUM;LOG_DAEMON;Undefined;2;Checksum error occurred for clock module on M120 CB;Undefined
CHASSISD_CB_MASTER_BP_IGNORED;LOG_DAEMON;Undefined;2;Press of online button ignored for master control board;Undefined
CHASSISD_CB_READ;LOG_DAEMON;Undefined;2;chassisd could not read midplane EEPROM;Undefined
CHASSISD_CB_RE_ONLINE_BP_IGNORED;LOG_DAEMON;Undefined;2;Button press ignored on control board powering Routing Engine;Undefined
CHASSISD_CLEAR_CONFIG_ERROR;LOG_DAEMON;Undefined;2;chassisd could not clear configuration state;Undefined
CHASSISD_CLOCK_NOTICE;LOG_DAEMON;Undefined;4;Clock synchronization status changed;Undefined
CHASSISD_CLOCK_RESET_FAIL;LOG_DAEMON;Undefined;2;Error bringing clock module out of reset;Undefined
CHASSISD_CONCAT_MODE_ERROR;LOG_DAEMON;Undefined;3;chassisd could not set channelized mode for PIC;Undefined
CHASSISD_CONFIG_ACCESS_ERROR;LOG_DAEMON;Undefined;2;chassisd could not parse configuration database;Undefined
CHASSISD_CONFIG_CHANGE_IFDEV_DEL;LOG_DAEMON;Undefined;3;chassisd deleted interfaces due to a configuration change;Undefined
CHASSISD_CONFIG_INIT_ERROR;LOG_DAEMON;Undefined;2;Parsing of configuration failed;Undefined
CHASSISD_CONFIG_WARNING;LOG_DAEMON;Undefined;3;PIC configuration was invalid;Undefined
CHASSISD_DEVICE_OPEN_ERROR;LOG_DAEMON;Undefined;2;chassisd could not open device file;Undefined
CHASSISD_EXEC_ERROR;LOG_DAEMON;Undefined;2;chassisd could not commit rescue configuration;Undefined
CHASSISD_EXISTS;LOG_DAEMON;Undefined;3;Another chassisd was already running;Undefined
CHASSISD_EXISTS_TERM_OTHER;LOG_DAEMON;Undefined;3;chassisd terminated an existing chassisd and exited;Undefined
CHASSISD_FASIC_CONFIG_COMPLETE;LOG_DAEMON;Undefined;2;F-chip configuration on CB was already complete;Undefined
CHASSISD_FASIC_VERSION_ERROR;LOG_DAEMON;Undefined;2;Part number and version were invalid for F chip on CB;Undefined
CHASSISD_FCHIP_CONFIG_COMPLETE;LOG_DAEMON;Undefined;2;F-chip configuration was already complete;Undefined
CHASSISD_FCHIP_CONFIG_RATE_ERROR;LOG_DAEMON;Undefined;2;chassisd could not set rate limit for port;Undefined
CHASSISD_FCHIP_CONFIG_READ_ERROR;LOG_DAEMON;Undefined;2;chassisd could not read F-chip configuration register;Undefined
CHASSISD_FCHIP_FTOKEN_ERROR;LOG_DAEMON;Undefined;2;ftoken overflow or underflow error occurred on F chip;Undefined
CHASSISD_FCHIP_FTOKEN_INIT_ERROR;LOG_DAEMON;Undefined;2;F-chip memory initialization error occurred;Undefined
CHASSISD_FCHIP_HSR_INIT_ERROR;LOG_DAEMON;Undefined;2;High-speed receiver (HSR) initialization failed for F chip;Undefined
CHASSISD_FCHIP_HSR_INIT_LINK_ERR;LOG_DAEMON;Undefined;2;High-speed receiver (HSR) link initialization failed for F chip;Undefined
CHASSISD_FCHIP_HSR_RESET_ERROR;LOG_DAEMON;Undefined;2;F-chip high-speed receiver (HSR) reset operation failed;Undefined
CHASSISD_FCHIP_HST_INIT_ERROR;LOG_DAEMON;Undefined;2;High-speed transmitter (HST) initialization failed for F chip;Undefined
CHASSISD_FCHIP_HST_INIT_LINK_ERR;LOG_DAEMON;Undefined;2;High-speed transmitter (HST) link initialization failed for F chip;Undefined
CHASSISD_FCHIP_HST_RESET_ERROR;LOG_DAEMON;Undefined;2;F-chip high-speed transmitter (HST) reset operation failed;Undefined
CHASSISD_FCHIP_INIT_ERROR;LOG_DAEMON;Undefined;2;F chips were not configured yet;Undefined
CHASSISD_FCHIP_POLL_ERROR;LOG_DAEMON;Undefined;2;chassisd encountered error while polling F-chip status;Undefined
CHASSISD_FCHIP_RATE_ERROR;LOG_DAEMON;Undefined;2;Per-port rate limit was not enabled for F chip;Undefined
CHASSISD_FCHIP_SIB_NOT_STARTED;LOG_DAEMON;Undefined;2;SIB did not start because F chips were not initialized;Undefined
CHASSISD_FCHIP_VERSION_ERROR;LOG_DAEMON;Undefined;2;F-chip part number and version were invalid;Undefined
CHASSISD_FEB_REVERSION;LOG_DAEMON;Undefined;2;chassisd performed a FEB reversion;Undefined
CHASSISD_FILE_STAT;LOG_DAEMON;Undefined;2;chassisd failed to get status for file;Undefined
CHASSISD_FM_ACTION_FPC_OFFLINE;LOG_DAEMON;Undefined;4;Fabric down action taken to offline the Flexible PIC Concentrator (FPC).;Undefined
CHASSISD_FM_ACTION_FPC_ONLINE;LOG_DAEMON;Undefined;4;Fabric down action taken to online the Flexible PIC Concentrator (FPC).;Undefined
CHASSISD_FM_ACTION_FPC_POWER_OFF;LOG_DAEMON;Undefined;2;Fabric down action take to power off the Flexible PIC Concentrator (FPC).;Undefined
CHASSISD_FM_ACTION_FPC_RESTART;LOG_DAEMON;Undefined;4;Fabric down action taken to restart the Flexible PIC Concentrator (FPC).;Undefined
CHASSISD_FM_ACTION_PLANE_OFFLINE;LOG_DAEMON;Undefined;4;Fabric down action taken to offline the fabric plane.;Undefined
CHASSISD_FM_ACTION_PLANE_ONLINE;LOG_DAEMON;Undefined;4;Fabric down action taken to online the fabric plane.;Undefined
CHASSISD_FM_BAD_STATE;LOG_DAEMON;Undefined;2;chassisd encountered unexpected state during fabric operation;Undefined
CHASSISD_FM_DETECT_PLANES_DOWN;LOG_DAEMON;Undefined;2;Fabric down condition detected due to all fabric planes being down.;Undefined
CHASSISD_FM_DETECT_UNREACHABLE;LOG_DAEMON;Undefined;2;Fabric down condition detected due to some PFE destinations being unreachable over the fabric.;Undefined
CHASSISD_FM_ERROR_CLOS_F13_HSR;LOG_DAEMON;Undefined;2;Error in electrical path between F13SIB and F2SIB;Undefined
CHASSISD_FM_ERROR_CLOS_F13_HST;LOG_DAEMON;Undefined;2;Error in electrical path between F2SIB and F13SIB;Undefined
CHASSISD_FM_ERROR_CLOS_F2_HSR;LOG_DAEMON;Undefined;2;Error in electrical path between F13SIB and F2SIB;Undefined
CHASSISD_FM_ERROR_CLOS_F2_HST;LOG_DAEMON;Undefined;2;Error in electrical path between F2SIB and F13SIB;Undefined
CHASSISD_FM_ERROR_F13_FB_TXP;LOG_DAEMON;Undefined;2;Fiber-optic cable error detected at F13SIB;Undefined
CHASSISD_FM_ERROR_F13_VC_PWR;LOG_DAEMON;Undefined;2;High receive power detected at optics on F13SIB;Undefined
CHASSISD_FM_ERROR_LCC_SIB_CBL;LOG_DAEMON;Undefined;2;Fiber-optic cable error detected at line card chassis SIB;Undefined
CHASSISD_FM_ERROR_LCC_SIB_HSR_PFE;LOG_DAEMON;Undefined;2;Error in electrical path from PFE on FPC to LCC SIB;Undefined
CHASSISD_FM_ERROR_LCC_SIB_HSR_XC;LOG_DAEMON;Undefined;2;Error in electrical path from Switch chassis SIB to LCC SIB;Undefined
CHASSISD_FM_ERROR_LCC_SIB_OPTICS_FAULT;LOG_DAEMON;Undefined;2;FAULT Faulty Fiber-optic module detected at line card chassis SIB;Undefined
CHASSISD_FM_ERROR_LCC_SIB_RX_OPTICS;LOG_DAEMON;Undefined;2;CS Optical error detected on LCC SIB.;Undefined
CHASSISD_FM_ERROR_LCC_SIB_TX_OPTICS;LOG_DAEMON;Undefined;2;CS Electrical-to-optical translation error occurred on LCC SIB;Undefined
CHASSISD_FM_ERROR_SC_CLOS_F13_HSR;LOG_DAEMON;Undefined;2;Error in electrical path between F2SIB and F13SIB;Undefined
CHASSISD_FM_ERROR_SC_CLOS_F13_HST;LOG_DAEMON;Undefined;2;Error in electrical path between F13SIB and F2SIB;Undefined
CHASSISD_FM_ERROR_SC_CLOS_F2_HSR;LOG_DAEMON;Undefined;2;Error in electrical path between F13SIB and F2SIB;Undefined
CHASSISD_FM_ERROR_SC_CLOS_F2_HST;LOG_DAEMON;Undefined;2;Error in electrical path between F2SIB and F13SIB;Undefined
CHASSISD_FM_ERROR_SC_SIB_CBL;LOG_DAEMON;Undefined;2;Fiber-optic cable error detected at switch chassis SIB;Undefined
CHASSISD_FM_ERROR_SC_SIB_HSR_XC;LOG_DAEMON;Undefined;2;Error in electrical path from LCC SIB to Switch chassis SIB;Undefined
CHASSISD_FM_ERROR_SC_SIB_OPTICS_FAULT;LOG_DAEMON;Undefined;2;AULT Faulty Fiber-optic module detected at switch chassis SIB;Undefined
CHASSISD_FM_ERROR_SC_SIB_RX_OPTICS;LOG_DAEMON;Undefined;2;S Optical error detected at fiber bundle on F13SIB;Undefined
CHASSISD_FM_ERROR_SC_SIB_TX_OPTICS;LOG_DAEMON;Undefined;2;S Electrical-to-optical translation error occurred on Switch chassis SIB;Undefined
CHASSISD_FM_ERROR_SIB_L_FB_RX_VC;LOG_DAEMON;Undefined;2;Fiber-bundle Optical error detected on ST-SIB-L;Undefined
CHASSISD_FM_ERROR_SIB_L_FB_TXP;LOG_DAEMON;Undefined;2;Fiber-optic cable error detected at ST-SIB-L;Undefined
CHASSISD_FM_ERROR_SIB_L_FB_TX_VC;LOG_DAEMON;Undefined;2;Electrical-to-optical translation error occurred on ST-SIB-L;Undefined
CHASSISD_FM_ERROR_SIB_L_HSR_PFE;LOG_DAEMON;Undefined;2;Error in electrical path from PFE on FPC to ST-SIB-L;Undefined
CHASSISD_FM_ERROR_SIB_L_HSR_TXP;LOG_DAEMON;Undefined;2;Error in electrical path from F13SIB to ST-SIB-L;Undefined
CHASSISD_FM_ERROR_SIB_L_MISMATCH;LOG_DAEMON;Undefined;2;Fiber-optic cable was connected to wrong SIB-S;Undefined
CHASSISD_FM_ERROR_SIB_L_VC_PWR;LOG_DAEMON;Undefined;2;High receive power detected at optics on ST-SIB-L;Undefined
CHASSISD_FM_FABRIC_DEGRADED;LOG_DAEMON;Undefined;2;Fabric is degraded.;Undefined
CHASSISD_FM_MEMORY_ERROR;LOG_DAEMON;Undefined;3;chassisd could not allocate memory for fabric operation;Undefined
CHASSISD_FM_SIB_FPC_TYPE_ERROR;LOG_DAEMON;Undefined;2;SIB-I8-F16 does not support features for FPC Type 4;Undefined
CHASSISD_FPC_NOT_FOUND;LOG_DAEMON;Undefined;3;chassisd could not find FPC for PIC attachment;Undefined
CHASSISD_FPC_OPTICS_HOT_NOTICE;LOG_DAEMON;Undefined;2;FPU temperature may be too high for optics;Undefined
CHASSISD_FPC_TYPE_SIB_TYPE_ERROR;LOG_DAEMON;Undefined;2;FPC Type 4 is not supported by SIB-I8-F16;Undefined
CHASSISD_FRU_ALREADY_OFFLINE;LOG_DAEMON;Undefined;2;Redundant request received to take FRU offline;Undefined
CHASSISD_FRU_ALREADY_ONLINE;LOG_DAEMON;Undefined;3;Redundant request received to bring FRU online;Undefined
CHASSISD_FRU_EVENT;LOG_DAEMON;Undefined;4;FRU changed state;Undefined
CHASSISD_FRU_FIRE_TEMP_CONDITION;LOG_DAEMON;Undefined;2;Temperature exceeded upper threshold;Undefined
CHASSISD_FRU_HIGH_TEMP_CONDITION;LOG_DAEMON;Undefined;2;Temperature exceeded lower threshold;Undefined
CHASSISD_FRU_IO_OFFSET_ERROR;LOG_DAEMON;Undefined;2;I/O operation failed at specific offset;Undefined
CHASSISD_FRU_IPC_WRITE_ERROR;LOG_DAEMON;Undefined;3;chassisd could not send IPC message to FRU;Undefined
CHASSISD_FRU_OFFLINE_FAILED;LOG_DAEMON;Undefined;4;chassisd could not take FRU offline;Undefined
CHASSISD_FRU_OFFLINE_TIMEOUT;LOG_DAEMON;Undefined;3;FRU offline operation timed out;Undefined
CHASSISD_FRU_ONLINE_TIMEOUT;LOG_DAEMON;Undefined;2;FRU online operation timed out;Undefined
CHASSISD_FRU_OVER_TEMP_CONDITION;LOG_DAEMON;Undefined;2;Temperature exceeded upper threshold;Undefined
CHASSISD_FRU_STEP_ERROR;LOG_DAEMON;Undefined;2;FRU power-on sequence failed;Undefined
CHASSISD_FRU_UNRESPONSIVE;LOG_DAEMON;Undefined;2;FRU did not come online;Undefined
CHASSISD_FRU_UNRESPONSIVE_RETRY;LOG_DAEMON;Undefined;2;chassisd tried again to bring FRU online;Undefined
CHASSISD_FRU_UNSUPPORTED;LOG_DAEMON;Undefined;3;chassisd invalidated FRU support during initialization;Undefined
CHASSISD_FRU_VERSION_MISMATCH;LOG_DAEMON;Undefined;2;FRU revision level was invalid;Undefined
CHASSISD_GASIC_ID_ERROR;LOG_DAEMON;Undefined;2;SIB slot was invalid during ASIC identification;Undefined
CHASSISD_GBUS_RESET_EVENT;LOG_DAEMON;Undefined;3;chassisd reset GBUS;Undefined
CHASSISD_GBUS_SANITY_ERROR;LOG_DAEMON;Undefined;2;Management bus failed startup tests;Undefined
CHASSISD_GENERIC_ERROR;LOG_DAEMON;Undefined;2;chassisd detected generic error;Undefined
CHASSISD_GENERIC_WARNING;LOG_DAEMON;Undefined;4;chassisd detected generic warning;Undefined
CHASSISD_GETTIMEOFDAY;LOG_DAEMON;Undefined;3;chassisd failed to get time of day;Undefined
CHASSISD_GRES_UNSUPP_PIC;LOG_DAEMON;Undefined;2;Graceful switchover not enabled (unsupported PIC);Undefined
CHASSISD_HIGH_TEMP_CONDITION;LOG_DAEMON;Undefined;3;Temperature exceeded lower threshold;Undefined
CHASSISD_HOST_TEMP_READ;LOG_DAEMON;Undefined;4;chassisd could not read temperature sensors;Undefined
CHASSISD_HSR_CONFIG_READ_ERROR;LOG_DAEMON;Undefined;2;Read operation failed for HSR configuration;Undefined
CHASSISD_HSR_CONFIG_WRITE_ERROR;LOG_DAEMON;Undefined;2;Write operation failed for HSR configuration;Undefined
CHASSISD_HSR_ELEMENTS_ERROR;LOG_DAEMON;Undefined;2;Number of elements was invalid;Undefined
CHASSISD_I2C_FIC_PRESENCE_READ;LOG_DAEMON;Undefined;2;chassisd could not read presence information;Undefined
CHASSISD_I2C_GENERIC_ERROR;LOG_DAEMON;Undefined;2;Error occurred during I2C library operation;Undefined
CHASSISD_I2C_INVALID_ASSEMBLY_ID;LOG_DAEMON;Undefined;2;Assembly ID was invalid;Undefined
CHASSISD_I2C_IOCTL_FAILURE;LOG_DAEMON;Undefined;2;I2C library ioctl() operation failed;Undefined
CHASSISD_I2C_IO_FAILURE;LOG_DAEMON;Undefined;2;I2C I/O operation failed;Undefined
CHASSISD_I2C_MIDPLANE_CORRUPT;LOG_DAEMON;Undefined;2;Midplane I2C ID EEPROM was corrupted;Undefined
CHASSISD_I2C_RANGE_ERROR;LOG_DAEMON;Undefined;2;Offset in I2C read request was larger than 256;Undefined
CHASSISD_I2C_WRITE_ERROR;LOG_DAEMON;Undefined;2;chassisd could not write I2C data;Undefined
CHASSISD_IDEEPROM_READ_ERROR;LOG_DAEMON;Undefined;2;chassisd could not read I2C ID EEPROM of FRU;Undefined
CHASSISD_IFDEV_CREATE_FAILURE;LOG_DAEMON;Undefined;2;chassisd could not create interface device;Undefined
CHASSISD_IFDEV_CREATE_NOTICE;LOG_DAEMON;Undefined;4;chassisd created interface device;Undefined
CHASSISD_IFDEV_DETACH_ALL_PSEUDO;LOG_DAEMON;Undefined;4;chassisd detached all pseudodevice interface devices;Undefined
CHASSISD_IFDEV_DETACH_PSEUDO;LOG_DAEMON;Undefined;4;chassisd detached pseudodevice interface devices;Undefined
CHASSISD_IFDEV_DETACH_TLV_ERROR;LOG_DAEMON;Undefined;2;chassisd could not detach interface;Undefined
CHASSISD_IFDEV_GETBYNAME_NOTICE;LOG_DAEMON;Undefined;3;chassisd could not find just-created interface device;Undefined
CHASSISD_IFDEV_GET_BY_INDEX_FAIL;LOG_DAEMON;Undefined;2;chassisd could not obtain interface device information;Undefined
CHASSISD_IFDEV_GET_BY_NAME_FAIL;LOG_DAEMON;Undefined;2;chassisd could not obtain interface device information;Undefined
CHASSISD_IFDEV_NO_MEMORY;LOG_DAEMON;Undefined;2;chassisd failed while trying to allocate memory for interface;Undefined
CHASSISD_IFDEV_RETRY_NOTICE;LOG_DAEMON;Undefined;3;chassisd tried again to create interface device;Undefined
CHASSISD_IFDEV_RTSLIB_FAILURE;LOG_DAEMON;Undefined;2;Interface device creation failed in rtslib function;Undefined
CHASSISD_IFILTER_INSTALL_ERROR;LOG_DAEMON;Undefined;2;Implicit Filter install failed;Undefined
CHASSISD_IOCTL_FAILURE;LOG_DAEMON;Undefined;2;ioctl() operation failed;Undefined
CHASSISD_IPC_ANNOUNCE_TIMEOUT;LOG_DAEMON;Undefined;2;FRU sent a timeout announcement;Undefined
CHASSISD_IPC_ERROR;LOG_DAEMON;Undefined;2;IPC request generated error;Undefined
CHASSISD_IPC_FLUSH_ERROR;LOG_DAEMON;Undefined;3;chassisd could not flush message to FRU;Undefined
CHASSISD_IPC_MSG_ERROR;LOG_DAEMON;Undefined;2;Error in IPC message;Undefined
CHASSISD_IPC_MSG_FRU_NOT_FOUND;LOG_DAEMON;Undefined;2;chassisd could not find FRU for IPC message;Undefined
CHASSISD_IPC_MSG_QFULL_ERROR;LOG_DAEMON;Undefined;2;chassisd discarded message because queue was full;Undefined
CHASSISD_IPC_UNEXPECTED_MSG;LOG_DAEMON;Undefined;2;chassisd received unexpected message;Undefined
CHASSISD_IPC_UNEXPECTED_RECV;LOG_DAEMON;Undefined;2;chassisd received unexpected message;Undefined
CHASSISD_IPC_WRITE_ERROR;LOG_DAEMON;Undefined;3;Write operation failed on pipe to SCC;Undefined
CHASSISD_IPC_WRITE_ERR_NO_PIPE;LOG_DAEMON;Undefined;3;Message to FRU failed because no pipe existed;Undefined
CHASSISD_ISSU_BLOB_ERROR;LOG_DAEMON;Undefined;4;chassisd detected issu blob error;Undefined
CHASSISD_ISSU_DAEMON_ERROR;LOG_DAEMON;Undefined;4;chassisd detected issu daemon error;Undefined
CHASSISD_ISSU_FRU_ERROR;LOG_DAEMON;Undefined;4;chassisd detected issu fru error;Undefined
CHASSISD_ISSU_FRU_IPC_ERROR;LOG_DAEMON;Undefined;4;chassisd issu fru ipc error;Undefined
CHASSISD_JTREE_ERROR;LOG_DAEMON;Undefined;3;chassisd received error from jtree termination system call;Undefined
CHASSISD_LCC_RELEASE_MASTERSHIP;LOG_DAEMON;Undefined;4;Backup Routing Engine on LCC became master;Undefined
CHASSISD_LOST_MASTERSHIP;LOG_DAEMON;Undefined;2;chassisd exited because Routing Engine lost mastership;Undefined
CHASSISD_MAC_ADDRESS_AE_ERROR;LOG_DAEMON;Undefined;2;MAC address initialization failed for aggregated Ethernet interface;Undefined
CHASSISD_MAC_ADDRESS_CBP_ERROR;LOG_DAEMON;Undefined;2;MAC address initialization failed for CBP interface;Undefined
CHASSISD_MAC_ADDRESS_IRB_ERROR;LOG_DAEMON;Undefined;2;MAC address initialization failed for IRB interface;Undefined
CHASSISD_MAC_ADDRESS_PIP_ERROR;LOG_DAEMON;Undefined;2;MAC address initialization failed for PIP interface;Undefined
CHASSISD_MAC_ADDRESS_PLT_ERROR;LOG_DAEMON;Undefined;2;MAC address initialization failed for PLT interface;Undefined
CHASSISD_MAC_ADDRESS_SWFAB_ERR;LOG_DAEMON;Undefined;2;MAC address initialization failed for L2 fabric interface;Undefined
CHASSISD_MAC_ADDRESS_VIRB_ERROR;LOG_DAEMON;Undefined;2;MAC address initialization failed for VIRB interface;Undefined
CHASSISD_MAC_ADDRESS_VLAN_ERROR;LOG_DAEMON;Undefined;2;MAC address initialization failed for VLAN interface;Undefined
CHASSISD_MAC_DEFAULT;LOG_DAEMON;Undefined;4;chassisd used default MAC address;Undefined
CHASSISD_MAIN_THREAD_STALLED;LOG_DAEMON;Undefined;2;Chassis control daemon (chassisd) main thread stalled;Undefined
CHASSISD_MASTER_CG_REMOVED;LOG_DAEMON;Undefined;1;Master CG was removed;Undefined
CHASSISD_MASTER_PCG_REMOVED;LOG_DAEMON;Undefined;1;Master PCG was removed;Undefined
CHASSISD_MASTER_SCG_REMOVED;LOG_DAEMON;Undefined;1;Master SCG was removed;Undefined
CHASSISD_MBUS_ERROR;LOG_DAEMON;Undefined;2;Startup tests failed for FRU management bus;Undefined
CHASSISD_MCHASSIS_SWITCH_WARNING;LOG_DAEMON;Undefined;3;Multichassis switch settings changed on CB;Undefined
CHASSISD_MCS_INTR_ERROR;LOG_DAEMON;Undefined;2;chassisd received invalid interrupt;Undefined
CHASSISD_MGR_CONNECT;LOG_DAEMON;Undefined;2;chassisd could not create IPC pipe;Undefined
CHASSISD_MIC_OFFLINE_NOTICE;LOG_DAEMON;Undefined;4;chassisd took MIC offline;Undefined
CHASSISD_MULTILINK_BUNDLES_ERROR;LOG_DAEMON;Undefined;3;chassisd could not create link bundles for PIC;Undefined
CHASSISD_NO_CGS;LOG_DAEMON;Undefined;2;chassisd could not find operational CG;Undefined
CHASSISD_NO_PCGS;LOG_DAEMON;Undefined;2;chassisd could not find operational PCG;Undefined
CHASSISD_NO_SCGS;LOG_DAEMON;Undefined;2;chassisd could not find operational SCG;Undefined
CHASSISD_OFFLINE_NOTICE;LOG_DAEMON;Undefined;1;chassisd took Routing Engine offline;Undefined
CHASSISD_OID_GEN_FAILED;LOG_DAEMON;Undefined;2;chassisd could not generate OID;Undefined
CHASSISD_PARSE_COMPLETE;LOG_DAEMON;Undefined;4;chassisd finished parsing file;Undefined
CHASSISD_PCI_ERROR;LOG_DAEMON;Undefined;2;chassisd encountered error during PCI bus operation;Undefined
CHASSISD_PDU_BREAKER_TRIP;LOG_DAEMON;Undefined;3;PDU circuit breaker was tripped;Undefined
CHASSISD_PDU_NOT_OK;LOG_DAEMON;Undefined;3;chassisd detected PDU error condition;Undefined
CHASSISD_PEER_UNCONNECTED;LOG_DAEMON;Undefined;2;chassisd processed packet for peer with invalid connection;Undefined
CHASSISD_PEM_BREAKER_TRIP;LOG_DAEMON;Undefined;3;PEM circuit breaker was tripped;Undefined
CHASSISD_PEM_IMPROPER;LOG_DAEMON;Undefined;2;Improper PEM installed in this platform;Undefined
CHASSISD_PEM_NOT_SUFFICIENT;LOG_DAEMON;Undefined;2;FPC stayed offline because required PEM is not installed;Undefined
CHASSISD_PFE_LAUNCH_ERROR;LOG_DAEMON;Undefined;2;chassisd failed to launch the PFE;Undefined
CHASSISD_PIC_CMD_GIVEUP;LOG_DAEMON;Undefined;2;chassisd stopped trying to bring PIC online;Undefined
CHASSISD_PIC_CMD_TIMEOUT;LOG_DAEMON;Undefined;2;Attempt to bring PIC online timed out;Undefined
CHASSISD_PIC_CONFIG_CONFLICT;LOG_DAEMON;Undefined;2;Configuration will be applied to all PIC on FPC;Undefined
CHASSISD_PIC_CONFIG_ERROR;LOG_DAEMON;Undefined;2;PIC remained offline because graceful switchover was enabled;Undefined
CHASSISD_PIC_OFFLINE_NOTICE;LOG_DAEMON;Undefined;4;chassisd took PIC offline;Undefined
CHASSISD_PIC_OID_GEN_FAILED;LOG_DAEMON;Undefined;2;chassisd could not generate PIC OID;Undefined
CHASSISD_PIC_OID_UNKNOWN;LOG_DAEMON;Undefined;2;chassisd could not find PIC OID;Undefined
CHASSISD_PIC_PORT_ERROR;LOG_DAEMON;Undefined;2;Chassisd failed to check and set the pic port attributes;Undefined
CHASSISD_PIC_RESET_ON_SWITCHOVER;LOG_DAEMON;Undefined;3;chassisd detected PIC to reset on graceful switchover;Undefined
CHASSISD_PIC_SPEED_INVALID;LOG_DAEMON;Undefined;2;Configured PIC speed was invalid;Undefined
CHASSISD_PIC_VERSION_ERROR;LOG_DAEMON;Undefined;3;PIC hardware version is unsupported;Undefined
CHASSISD_PIDFILE_OPEN;LOG_DAEMON;Undefined;2;chassisd could not open PID file;Undefined
CHASSISD_POWER_EVENT;LOG_DAEMON;Undefined;3;chassisd could not turn off FRU power;Undefined
CHASSISD_POWER_ON_CHECK_FAILURE;LOG_DAEMON;Undefined;2;Hardware is reporting power-not-on status for a powered up FRU;Undefined
CHASSISD_POWER_RATINGS_EXCEEDED;LOG_DAEMON;Undefined;2;Power demand exceeded chassis ratings;Undefined
